,주문자ID,17년1분기,17년2분기,17년3분기,17년4분기,18년1분기,18년2분기,18년3분기,18년4분기,19년1분기,19년2분기
824,770091528@k,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
825,77030725@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
826,7724500@n,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
827,773599503@k,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
828,77409020@n,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
829,77630455@n,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830,776646558@k,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,9240115.0,5.0
831,778055774@k,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0
832,77855238@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
833,779262963@k,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
834,7801314@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
835,781629318@k,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
836,781996112@k,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0
837,782842728@k,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
838,78288730@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0
839,7837555@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
840,784075601@k,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
841,78451313@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
842,785472802@k,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0
843,785990774@k,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0
844,7861712@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
845,788781573@k,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
846,788994565@k,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0
847,792404936@k,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
848,793067000@k,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
849,7941047@n,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
850,79567090@n,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
851,795681174@k,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0
852,796104071@k,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
853,796979230@k,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0
854,7984963@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
855,7993775@n,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0
856,801638751@k,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0
857,801702342@k,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
858,805781412@k,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0
859,807833417@k,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
860,80804544@n,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
861,8088318@n,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
862,809047825@k,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0
863,809098965@k,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
864,809774937@k,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0
865,811245723@k,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0
866,81130685@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
867,814509971@k,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
868,81573912@n,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0
869,816155772@k,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
870,81665195@n,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
871,817901922@k,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
872,82371989@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
873,8238362@n,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
874,82390480@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
875,8305754@n,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
876,83467816@n,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
877,8350037@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
878,83593514@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0
879,8409848@n,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
880,84155958@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
881,85404462@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
882,85444883@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
883,8545991@n,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
884,85623338@n,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
885,85643404@n,0.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
886,85863451@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
887,85948060@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
888,8615964@n,0.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,2.0,2.0
889,86166543@n,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
890,86250212@n,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
891,8633827@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
892,8677928@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
893,8687447@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
894,86900945@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
895,86963208@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
896,8719356@n,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
897,87299329@n,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0
898,87319171@n,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0
899,8737385@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
900,87401086@n,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0
901,87643796@n,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
902,87705099@n,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
903,8770967@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
904,87935351@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0
905,88045139@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
906,88341326@n,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
907,88741015@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
908,889086991@k,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0
909,890268316@k,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
910,891238738@k,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
911,8914057@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
912,897986457@k,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
913,8981474@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
914,898773677@k,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
915,901614125@k,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
916,901614385@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0
917,901623749@k,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0
918,901747172@k,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
919,90395487@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
920,905524038@k,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
921,908029973@k,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,4.0
922,90873546@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
923,90994631@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
924,911962415@k,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
925,912391343@k,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
926,915132506@k,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
927,91559380@n,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
928,91747056@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
929,918329215@k,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
930,92255506@n,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
931,92281926@n,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
932,92371262@n,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
933,925917298@k,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
934,925917475@k,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
935,928259480@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0
936,930724493@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
937,93174633@n,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0
938,93191608@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
939,93193929@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
940,932126266@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
941,932350774@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0
942,932518169@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0
943,93355900@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
944,934361681@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
945,93474574@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
946,934906156@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0
947,935935829@g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0
948,938522893019818@f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
949,93928578@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
950,93952476@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0
951,939682576@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
952,942425418@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
953,943279633@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0
954,944325@n,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
955,94527298@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
956,945346728@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0
957,94558355@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
958,945826966@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0
959,948605856@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
960,949282267@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
961,94966898@n,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
962,950092856@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0
963,950216470@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
964,951532005@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
965,9518914@n,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,5.0,0.0
966,95227695@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
967,952670172@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0
968,953461851@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0
969,9537840@n,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
970,95387633@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
971,95419999@n,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0
972,95477295@n,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
973,95728621@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
974,957607438@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
975,95839389@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
976,959706425@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
977,96155729@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
978,9615872@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
979,962450488@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0
980,9634207@n,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
981,963658926@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
982,964941017@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
983,9659602@n,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
984,966105191@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
985,96616587@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
986,96759201@n,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
987,96846349@n,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
988,97013174@n,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
989,97483444@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
990,975456358@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
991,976632086@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0
992,97670730@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
993,977218950@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
994,97867100@n,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
995,980291378@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0
996,982226751@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
997,982886566@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
998,984027113@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
999,98431717@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0
1000,984388558@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
1001,987070232@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1002,987237750@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1003,987474474@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1004,988292951@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0
1005,988392103@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1006,98846956@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1007,98937774@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1008,989868507@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1009,998948808@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1010,99946891@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1011,a01025896237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
1012,a01027293223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0
1013,a01027616293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1014,a01028582151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1015,a01053972651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
1016,a01056282221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
1017,a024027022,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1018,a0313733646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1019,a0314337004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0
1020,a0317893533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1021,a0318673546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1022,a0429359696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0
1023,a0553671285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0
1024,a0557631988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1025,a0558820121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
1026,a10134,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
1027,a11250a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0
1028,a1978cook,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0
1029,a27741102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1030,a2789a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
1031,a3053072667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1032,a5729855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1033,a681125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1034,a8299959,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1035,a8747,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,a9716262,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,4.0
1037,aa8441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
1038,aaa7139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1039,aaaa7871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1040,aaok02044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1041,ab2911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1042,abbdr52c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1043,abooe,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1044,ace2277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1045,acehyeone,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
1046,adelaide09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1047,adidas2644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1048,adjuster93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
1049,adolf7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
1050,aej1292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1051,aerojump,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1052,aesol22,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1053,agape0828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1054,agnes0014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,agu0903,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1056,agz0257,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0
1057,aii7271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1058,aipapa,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1059,airboracay,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,airvirus316,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0
1061,ajaj35,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1062,akthd77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
1063,aktkgh11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1064,ala0710,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0
1065,aldydgkwk,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1066,alias12,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,2.0
1067,alsdldkqy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
1068,alslwus,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1069,alsrb8456,0.0,0.0,0.0,5.0,0.0,4.0,3.0,3.0,0.0,0.0
1070,alsrud2327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0
1071,alswl680,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0
1072,amc8233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0
1073,amen0803,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1074,ami3370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
1075,amist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1076,amor2150,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0
1077,amoreju,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
1078,an3050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1079,an514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
1080,anafuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
1081,andcl33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1082,andong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1083,andylee0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1084,angel104sy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0
1085,angel3s1k,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1086,angela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1087,anlsl3334,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1088,anscjswls,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
1089,ansdj6891,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,ansdmdah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1091,ansgus0545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1092,ansrnjsgh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1093,answjs7527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
1094,antonio0118,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
1095,aoseekd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1096,apdlxm001,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1097,ara3888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1098,aram312,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1099,aria0815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
1100,arinask0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
1101,arinask11,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1102,armada4332,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,armyang88,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0
1104,arookee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1105,art3pes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0
1106,arteaus,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
1107,as12,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0
1108,asd0908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0
1109,asd6473,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0
1110,asd8146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1111,asd8622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0
1112,asd99001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
