주문자ID,17년1분기,17년2분기,17년3분기,17년4분기,18년1분기,18년2분기,18년3분기,18년4분기,19년1분기,19년2분기
982226751@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904780.0,336860.0
982886566@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94710.0,0.0,0.0
984027113@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75570.0,0.0,0.0
98431717@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543510.0,113300.0
984388558@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140150.0,463450.0
987070232@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76400.0,0.0,0.0
987237750@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87120.0,0.0,0.0
987474474@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110220.0,0.0,0.0
988292951@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81600.0,0.0,374430.0
988392103@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318780.0,0.0,0.0
98846956@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20460.0,0.0,0.0
98937774@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124250.0,0.0,0.0
989868507@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110950.0
998948808@k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244040.0,0.0
99946891@n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146520.0,0.0
a01025896237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1775010.0,763850.0
a01027293223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392040.0,656770.0,523950.0
a01027616293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49700.0
a01028582151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206220.0
a01053972651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456680.0,561430.0
a01056282221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356310.0,113300.0
a024027022,0.0,0.0,0.0,0.0,0.0,0.0,258340.0,0.0,0.0,0.0
a0313733646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0
a0314337004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4056030.0,6162470.0,3584130.0
a0317893533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551360.0,0.0,0.0
a0318673546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303930.0,0.0,0.0
a0429359696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154410.0,293660.0,0.0
a0553671285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379170.0,487010.0,79300.0
a0557631988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182820.0,0.0,0.0
a0558820121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173150.0,113300.0
a10134,0.0,0.0,0.0,0.0,0.0,125210.0,0.0,0.0,0.0,0.0
a11250a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134640.0,383720.0,114440.0
a1978cook,0.0,0.0,0.0,83600.0,396800.0,45910.0,0.0,0.0,0.0,59670.0
a27741102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192500.0,0.0,0.0
a2789a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77330.0,32220.0
a3053072667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461150.0,0.0
a5729855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123420.0,0.0,0.0
a681125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218770.0,0.0,0.0
a8299959,0.0,0.0,0.0,0.0,107800.0,0.0,0.0,0.0,0.0,0.0
a8747,0.0,114480.0,332880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a9716262,0.0,0.0,0.0,0.0,0.0,0.0,435420.0,285670.0,517450.0,303980.0
aa8441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561950.0,444760.0
aaa7139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109080.0,0.0
aaaa7871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935310.0,0.0,0.0
aaok02044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113300.0
ab2911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287760.0,0.0,0.0
abbdr52c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59670.0
abooe,0.0,0.0,0.0,0.0,0.0,83790.0,0.0,0.0,0.0,0.0
ace2277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75820.0,0.0
acehyeone,0.0,0.0,0.0,0.0,0.0,81000.0,91400.0,103620.0,0.0,0.0
adelaide09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81600.0,0.0,0.0
adidas2644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99660.0,0.0,0.0
adjuster93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535440.0,974940.0
adolf7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3764980.0,1717350.0
aej1292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78870.0,0.0,0.0
aerojump,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934890.0,0.0,0.0
aesol22,0.0,0.0,0.0,0.0,77000.0,0.0,0.0,0.0,0.0,0.0
agape0828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162000.0
agnes0014,0.0,0.0,0.0,52800.0,0.0,0.0,0.0,0.0,0.0,0.0
agu0903,0.0,0.0,0.0,0.0,61600.0,0.0,0.0,0.0,0.0,0.0
agz0257,0.0,0.0,0.0,0.0,0.0,545950.0,630280.0,561660.0,469310.0,522010.0
aii7271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188450.0,0.0
aipapa,0.0,90750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
airboracay,0.0,0.0,143320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
airvirus316,0.0,0.0,0.0,0.0,134400.0,107900.0,70620.0,0.0,0.0,0.0
ajaj35,0.0,0.0,0.0,0.0,96800.0,0.0,0.0,0.0,0.0,0.0
akthd77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188940.0,185290.0
aktkgh11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146520.0,0.0,0.0
ala0710,0.0,0.0,0.0,0.0,0.0,0.0,240470.0,166100.0,189090.0,0.0
aldydgkwk,0.0,0.0,0.0,0.0,0.0,108000.0,0.0,0.0,0.0,0.0
alias12,0.0,0.0,0.0,0.0,0.0,0.0,520430.0,506550.0,275660.0,86020.0
alsdldkqy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1560870.0,496440.0
alslwus,0.0,0.0,0.0,236370.0,0.0,0.0,0.0,0.0,0.0,0.0
alsrb8456,0.0,0.0,0.0,439230.0,0.0,229490.0,164270.0,155270.0,0.0,0.0
alsrud2327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207240.0,899480.0,720860.0
alswl680,0.0,0.0,0.0,0.0,0.0,86870.0,146970.0,22110.0,0.0,0.0
amc8233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238040.0,379890.0,237740.0
amen0803,0.0,0.0,0.0,0.0,0.0,85440.0,0.0,0.0,0.0,0.0
ami3370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131450.0,131450.0,0.0
amist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276870.0,0.0,0.0
amor2150,0.0,0.0,0.0,0.0,0.0,203000.0,0.0,80710.0,107910.0,0.0
amoreju,0.0,0.0,0.0,0.0,0.0,0.0,102380.0,0.0,0.0,77900.0
an3050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119020.0,0.0,0.0
an514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517720.0,215180.0
anafuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990570.0,1244370.0
andcl33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67220.0
andong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149490.0,0.0
andylee0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140750.0,0.0,0.0
angel104sy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151140.0,333650.0,183660.0
angel3s1k,0.0,0.0,0.0,0.0,0.0,0.0,69400.0,0.0,0.0,0.0
angela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148510.0,0.0,0.0
anlsl3334,0.0,0.0,0.0,0.0,0.0,0.0,123500.0,0.0,0.0,0.0
anscjswls,0.0,0.0,0.0,0.0,0.0,0.0,114480.0,56760.0,0.0,0.0
ansdj6891,0.0,66500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ansdmdah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312670.0,0.0
ansgus0545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37380.0
ansrnjsgh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33120.0
answjs7527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182050.0,200340.0
antonio0118,0.0,0.0,0.0,0.0,0.0,0.0,78800.0,129860.0,0.0,0.0
aoseekd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967100.0,0.0
apdlxm001,0.0,0.0,0.0,0.0,0.0,0.0,117970.0,0.0,0.0,0.0
ara3888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117240.0
aram312,0.0,0.0,0.0,0.0,52800.0,0.0,0.0,0.0,0.0,0.0
aria0815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188560.0,406070.0
arinask0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132500.0,103300.0,0.0
arinask11,0.0,0.0,0.0,0.0,0.0,107900.0,0.0,0.0,0.0,0.0
armada4332,0.0,0.0,0.0,107800.0,0.0,0.0,0.0,0.0,0.0,0.0
armyang88,0.0,0.0,0.0,0.0,154300.0,78800.0,0.0,78870.0,0.0,0.0
arookee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627055.0,0.0
art3pes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82330.0,137120.0,212140.0
arteaus,0.0,0.0,0.0,0.0,0.0,0.0,170250.0,85400.0,0.0,0.0
as12,0.0,0.0,0.0,0.0,0.0,2957230.0,2807820.0,3151380.0,1754650.0,1409410.0
asd0908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571560.0,228360.0,0.0
asd6473,0.0,0.0,118850.0,358700.0,296100.0,293900.0,0.0,0.0,0.0,0.0
asd8146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118250.0
asd8622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343160.0,106450.0,0.0
asd99001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85410.0,0.0,0.0
asdf2562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58410.0,58410.0,0.0
asdfghjkl200300,0.0,0.0,0.0,0.0,0.0,0.0,191700.0,0.0,0.0,170980.0
asjci777,0.0,0.0,0.0,0.0,188700.0,0.0,0.0,0.0,0.0,0.0
ask0507,0.0,59200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
asm68k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56760.0,48500.0,48500.0
asr0377,0.0,0.0,0.0,0.0,0.0,0.0,240400.0,132500.0,132500.0,103300.0
asus0007,0.0,0.0,0.0,0.0,0.0,78800.0,0.0,0.0,0.0,0.0
atom70k,0.0,0.0,0.0,0.0,0.0,61970.0,60540.0,0.0,48500.0,0.0
atom974,0.0,0.0,0.0,0.0,0.0,0.0,134540.0,0.0,0.0,0.0
atomloveme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265690.0,0.0
atta4747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103300.0
aunt2952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242870.0,136310.0
aura,0.0,0.0,0.0,0.0,0.0,61700.0,0.0,0.0,0.0,0.0
auyang,0.0,0.0,0.0,0.0,0.0,0.0,60540.0,0.0,0.0,48500.0
avan27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124030.0,0.0
avec1981,0.0,0.0,0.0,0.0,0.0,0.0,92380.0,0.0,0.0,0.0
avoce2012,0.0,0.0,0.0,0.0,0.0,0.0,92380.0,0.0,0.0,0.0
ayay6454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310720.0,89800.0,89800.0
ayhko728,0.0,0.0,0.0,0.0,0.0,185420.0,0.0,0.0,0.0,0.0
ays0207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103620.0,0.0
az0518,0.0,0.0,0.0,0.0,0.0,83790.0,0.0,0.0,0.0,0.0
b0711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297330.0,0.0
b0ng66074065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120120.0,0.0,0.0
b11030,0.0,0.0,0.0,305600.0,0.0,0.0,0.0,0.0,0.0,0.0
b2046916,0.0,367750.0,240500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
babo8938,0.0,0.0,98570.0,397100.0,374480.0,695010.0,313360.0,156090.0,0.0,0.0
babu2202,0.0,0.0,0.0,0.0,0.0,0.0,181690.0,30360.0,0.0,0.0
babylesh91,0.0,0.0,0.0,0.0,0.0,249510.0,530540.0,664290.0,1080390.0,492620.0
babzzang3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,0.0
back0604,0.0,0.0,0.0,0.0,319050.0,209200.0,534920.0,124250.0,279470.0,316950.0
baekroya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75570.0,0.0,0.0
baik1030,0.0,0.0,0.0,0.0,0.0,0.0,175100.0,124250.0,208080.0,162420.0
baikcom,0.0,0.0,0.0,0.0,0.0,0.0,186600.0,0.0,0.0,0.0
baikhw93,0.0,0.0,0.0,0.0,0.0,163000.0,0.0,0.0,0.0,0.0
baloo098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113300.0
bamnamugol,0.0,0.0,0.0,0.0,0.0,108500.0,0.0,0.0,0.0,0.0
bangasori,0.0,0.0,281860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bangha11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57850.0
bangjj1119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195690.0,208170.0,57850.0
baobao123,0.0,0.0,0.0,0.0,0.0,0.0,135820.0,188270.0,0.0,164440.0
barnana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57850.0
barobab2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898810.0
bash1441,0.0,0.0,0.0,0.0,0.0,0.0,72250.0,0.0,68370.0,0.0
batda,0.0,0.0,0.0,0.0,0.0,0.0,124250.0,0.0,124250.0,0.0
bawwow2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93720.0,0.0,0.0
bb3812678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332520.0,181220.0
bbnam70,0.0,0.0,0.0,91350.0,0.0,0.0,0.0,0.0,0.0,0.0
bboia00,0.0,0.0,0.0,0.0,558750.0,0.0,0.0,0.0,0.0,0.0
bbok25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61900.0,104900.0
bbowl1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41720.0,41720.0,0.0
bc9284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1197060.0,605830.0,456590.0
bcdef3410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546700.0,321360.0,419300.0
bean0pole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528210.0
bear011,84600.0,0.0,0.0,0.0,0.0,192690.0,855080.0,1146900.0,0.0,0.0
bear2009,0.0,0.0,0.0,0.0,169400.0,0.0,0.0,0.0,0.0,0.0
bebright,0.0,0.0,0.0,0.0,0.0,131790.0,126070.0,0.0,0.0,0.0
bestluv,0.0,0.0,0.0,0.0,319660.0,71600.0,73920.0,212190.0,73920.0,0.0
betelk,0.0,0.0,203680.0,74930.0,0.0,0.0,0.0,0.0,0.0,0.0
bfgf3000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438450.0
bhnek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197200.0,443940.0
bibiu0501,0.0,0.0,0.0,0.0,0.0,183840.0,0.0,0.0,0.0,0.0
bigmacjang,0.0,0.0,0.0,0.0,0.0,0.0,100690.0,0.0,0.0,0.0
bigmate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012240.0,440550.0,405510.0
bigsistersoondae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55870.0,25400.0
bin2song,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61470.0
biolopy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276600.0,123800.0
bjm0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131450.0,285450.0,0.0
bjo1020,0.0,0.0,0.0,0.0,56100.0,0.0,0.0,0.0,0.0,0.0
bjo87,0.0,0.0,0.0,107800.0,0.0,0.0,0.0,0.0,0.0,0.0
bkh8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190440.0,0.0
blackwolf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22110.0,0.0,0.0
bluefrog,0.0,0.0,0.0,0.0,0.0,0.0,62960.0,0.0,0.0,0.0
bluenotecoffee,0.0,0.0,0.0,0.0,0.0,0.0,109200.0,100320.0,225300.0,170800.0
blueroseman3,0.0,0.0,0.0,0.0,0.0,0.0,116240.0,103620.0,0.0,0.0
bmg3621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538740.0,494555.0
bmw0718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98200.0
bobbyk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231670.0,0.0
bobe1027,0.0,0.0,0.0,0.0,0.0,188040.0,0.0,0.0,0.0,0.0
bobgori,0.0,0.0,0.0,0.0,0.0,885295.0,824850.0,816750.0,415690.0,208770.0
bodykin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229720.0
boga1479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125510.0,109080.0
bohu9315,0.0,0.0,96850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bokrn69,0.0,0.0,0.0,0.0,0.0,63950.0,0.0,0.0,0.0,0.0
boksunggak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443480.0
bollgo1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1580075.0,825780.0,861620.0
bomfood9292,0.0,0.0,0.0,0.0,0.0,355590.0,0.0,0.0,0.0,0.0
bomin2526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114440.0
bon0928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193140.0,0.0
bong1336,0.0,0.0,0.0,109360.0,0.0,0.0,0.0,0.0,0.0,0.0
bonmerci,0.0,0.0,0.0,0.0,97900.0,113450.0,105130.0,0.0,0.0,0.0
bonnie1031,0.0,0.0,0.0,0.0,53900.0,0.0,0.0,0.0,0.0,0.0
bonsushi,0.0,0.0,0.0,0.0,226400.0,295910.0,185910.0,370920.0,428390.0,537110.0
bontofood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1143780.0,625080.0,669640.0
boolti,0.0,0.0,0.0,0.0,0.0,0.0,73700.0,163520.0,0.0,0.0
booolds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116000.0,0.0
boskim11000,0.0,0.0,0.0,0.0,0.0,231400.0,0.0,0.0,0.0,0.0
bowkh2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174410.0,132500.0,103300.0
boya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130680.0,0.0,0.0
bravegirl01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236610.0,0.0,0.0
bs0224224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300960.0,210520.0,145500.0
bs15484848,0.0,0.0,0.0,0.0,0.0,0.0,550670.0,0.0,0.0,0.0
bshdj514,0.0,0.0,0.0,0.0,0.0,0.0,227520.0,0.0,0.0,0.0
bshjkk,0.0,0.0,0.0,108900.0,101200.0,0.0,0.0,0.0,0.0,0.0
bub2672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277750.0,227750.0
bukk2,0.0,0.0,0.0,0.0,0.0,77370.0,154740.0,0.0,108620.0,123800.0
bullchoi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299260.0,0.0
bun9335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287280.0
buny7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177870.0,0.0,151170.0
busus80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103620.0,0.0,0.0
buzada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185460.0,0.0,0.0
bwv73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140750.0,141390.0,98600.0
byeongcheon854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489600.0,1262700.0,1009120.0
byh1472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168720.0,0.0
byron16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199980.0,0.0,0.0
byulsina,0.0,27000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byuri2002,0.0,0.0,0.0,0.0,0.0,77370.0,0.0,0.0,0.0,0.0
c881022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115070.0
cafelulu,0.0,0.0,63330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calipso,0.0,0.0,0.0,0.0,0.0,0.0,674155.0,0.0,0.0,0.0
canbang,0.0,0.0,0.0,0.0,0.0,0.0,1861930.0,0.0,0.0,0.0
candyluv2,0.0,0.0,0.0,118850.0,210040.0,0.0,0.0,0.0,0.0,0.0
caos66,0.0,0.0,0.0,354200.0,510300.0,0.0,108570.0,0.0,0.0,0.0
cascadehy,0.0,0.0,0.0,53900.0,106900.0,140770.0,234580.0,594000.0,252180.0,218740.0
cazure02,0.0,0.0,0.0,0.0,0.0,0.0,47520.0,0.0,0.0,0.0
cbh8532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208170.0,115700.0
ccckoc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154440.0,0.0,0.0
ccckoc63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57220.0,0.0
ccyj1208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63070.0,189210.0
ce980326,0.0,0.0,0.0,0.0,0.0,144000.0,0.0,0.0,0.0,0.0
ce9909,0.0,0.0,0.0,116370.0,0.0,0.0,0.0,0.0,0.0,0.0
cej0614,0.0,0.0,0.0,0.0,0.0,0.0,71450.0,0.0,0.0,0.0
cej7001,0.0,0.0,0.0,0.0,0.0,0.0,73850.0,0.0,0.0,0.0
cent123,0.0,0.0,124340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cfsp01,0.0,0.0,0.0,0.0,0.0,0.0,812470.0,1207470.0,218890.0,201420.0
cgh1385,66500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cgss1004,0.0,0.0,0.0,0.0,587550.0,622560.0,1001850.0,788320.0,487130.0,0.0
chad0287,0.0,175400.0,550640.0,690800.0,513260.0,0.0,0.0,0.0,0.0,0.0
changeon5947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211690.0
changhee31,0.0,0.0,46670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
changjo301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107210.0
changpo89,0.0,0.0,0.0,0.0,0.0,0.0,212500.0,132500.0,132500.0,103300.0
changpo9814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680310.0,525920.0
charmsae2008,0.0,0.0,0.0,0.0,73700.0,0.0,60540.0,0.0,0.0,0.0
chc6236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87120.0,75820.0,0.0
chch0314,0.0,0.0,0.0,0.0,0.0,0.0,77370.0,76400.0,0.0,0.0
chd209,0.0,73000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
check22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117430.0
chefpark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457680.0
chefpark3482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111740.0
cheolsan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132500.0,103300.0,0.0
cherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435600.0,930800.0,601880.0
chingu24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124540.0
chipsun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513500.0,558750.0,251150.0
chj4455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425070.0,0.0,0.0
chltnsdud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67650.0
chlwjddnjs06,0.0,0.0,0.0,0.0,212200.0,203420.0,229430.0,645370.0,413560.0,285270.0
chlwotjr1019,0.0,53100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cho77d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132500.0,0.0
chohee85,0.0,0.0,0.0,0.0,143700.0,0.0,0.0,0.0,0.0,0.0
choho1003,0.0,0.0,0.0,0.0,0.0,96900.0,0.0,0.0,0.0,0.0
chohyesoo00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51500.0,0.0
choidh06,0.0,0.0,0.0,0.0,542080.0,74400.0,238600.0,0.0,0.0,196300.0
choihong5885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254440.0,0.0
choikwang7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250010.0,364050.0
chole5588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2096880.0,1680020.0
choo2944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182160.0
chowind76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225500.0,46310.0
chu6212,0.0,0.0,0.0,0.0,0.0,178400.0,0.0,0.0,0.0,0.0
chuheesuk,0.0,0.0,0.0,597020.0,556820.0,0.0,0.0,116820.0,216220.0,0.0
chuls0809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296430.0
chun2021,0.0,0.0,0.0,0.0,0.0,0.0,188040.0,0.0,0.0,0.0
chung4197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61900.0,0.0
chungwoomeat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494555.0,0.0
chwp1201,0.0,59200.0,0.0,0.0,61600.0,0.0,0.0,0.0,0.0,0.0
chy6969,0.0,0.0,0.0,0.0,94000.0,0.0,208200.0,105600.0,0.0,0.0
cicicafe,0.0,0.0,0.0,0.0,0.0,0.0,164020.0,0.0,0.0,0.0
cidls83,0.0,0.0,78780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
